,game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,binned_developer,developer_RewindApp,developer_Ripknot Systems,developer_CAPCOM Co. Ltd.,developer_Kairosoft Co.Ltd,developer_Winged Cloud,developer_KOEI TECMO GAMES CO. LTD.,developer_Choice of Games,developer_EGAMER,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
11761,Remains,6.0,3.77,2021,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11762,I Was a Teenage Exocolonist,9.0,39.22,2022,1,12,18,Northway Games,0,0,0,0,0,0,0,0,0,0,265
11763,Museum of Other Realities,8.0,11.83,2020,1,13,33,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11764,iGrow Game,5.0,1.3,2016,1,12,28,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11765,Cloud Gardens,9.0,20.41,2020,1,9,33,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11766,Rebel Galaxy Outlaw,5.0,1.76,2020,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11767,Salvation Prophecy,5.0,1.9,2013,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11768,Shark Simulator,8.0,6.78,2017,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11769,The Survey,6.0,2.6,2016,1,9,19,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11770,Boundless,6.0,2.46,2018,2,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11771,Cyber Agent,6.0,2.71,2020,1,13,1,BambuseaeGames,0,0,0,0,0,0,0,0,0,0,36
11772,Das Balkonzimmer,5.0,1.5,2020,1,13,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11773,Camp Canyonwood,6.0,2.89,2022,1,13,33,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11774,Tactical Assault VR,8.0,6.37,2023,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11775,Space Merchants: Arena,5.0,2.0,2016,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11776,Eterium,5.0,0.92,2014,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11777,Birthdays the Beginning,5.0,1.65,2017,1,13,33,Arc System Works,0,0,0,0,0,0,0,0,0,0,23
11778,Signal Simulator,8.0,5.21,2018,1,13,43,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11779,Totally Reliable Delivery Service,8.0,4.46,2020,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11780,Destiny's Sword,5.0,1.7,2022,1,2,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11781,Wings! Remastered Edition,6.0,3.6,2014,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11782,Football Manager 2021 Touch,8.0,8.03,2020,1,13,32,Sports Interactive,0,0,0,0,0,0,0,0,0,0,357
11783,Innchanted,8.0,5.5,2023,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11784,Carnivores: Dinosaur Hunter Reborn,6.0,2.72,2015,1,13,21,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11785,Investigator,5.0,2.28,2016,1,13,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11786,Immortal Life,8.0,4.38,2022,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11787,The Walking Dead Onslaught,5.0,0.78,2020,1,5,1,Survios,0,0,0,0,0,0,0,0,0,0,370
11788,All Aspect Warfare,4.0,0.27,2009,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11789,The Sapling,8.0,8.16,2019,1,13,33,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11790,Storm Chasers,8.0,6.04,2019,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11791,Magical Otoge Ciel,8.0,11.11,2016,1,13,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11792,Knights of Pen and Paper 2: Free Edition,5.0,1.87,2015,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11793,Jet Island,9.0,22.69,2018,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11794,Wrestling Empire,8.0,18.18,2021,1,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11795,VR The Diner Duo,8.0,21.11,2016,1,13,28,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11796,Initial Drift Online,6.0,3.19,2020,2,10,1,RewindApp,1,0,0,0,0,0,0,0,0,0,311
11797,Dyscourse,6.0,3.45,2015,1,13,21,Owlchemy Labs,0,0,0,0,0,0,0,0,0,0,278
11798,Last Message,8.0,6.95,2021,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11799,Sopwith VR,8.0,6.13,2018,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11800,Zigfrak,6.0,2.6,2013,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11801,A.I.M.2 Clan Wars,6.0,3.65,2007,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11802,Wild West Dynasty,4.0,0.45,2023,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11803,One Night Stand,8.0,8.2,2016,1,2,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11804,Magical Diary: Horse Hall,8.0,8.97,2012,1,12,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11805,Woodcutter Simulator 2013,4.0,0.36,2013,1,13,38,United Independent Entertainment,0,0,0,0,0,0,0,0,0,0,389
11806,Escape First,5.0,1.96,2018,1,9,43,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11807,Beach Invasion 1944,8.0,5.74,2022,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11808,Gay World,8.0,4.8,2018,1,13,42,Nikita &quot;Ghost_RUS&quot;,0,0,0,0,0,0,0,0,0,0,259
11809,WW2 Rebuilder,8.0,7.4,2023,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11810,18 Wheels of Steel: American Long Haul,6.0,2.53,2007,1,10,28,SCS Software,0,0,0,0,0,0,0,0,0,0,321
11811,Astrox Imperium,8.0,9.75,2019,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11812,Wolfpack,8.0,10.02,1990,1,13,22,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11813,Sankaku Renai: Love Triangle Trouble,8.0,17.75,2019,1,34,44,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11814,Farmer's Life,8.0,5.09,2021,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11815,Drunken Wrestlers,8.0,12.68,2013,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11816,Stream Racer,8.0,5.02,2020,2,10,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11817,Stayin' Alive,6.0,2.71,2018,1,15,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11818,Air Guardians,5.0,0.77,2015,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11819,Die Young,8.0,4.01,2019,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11820,Police Shootout,5.0,1.5,2022,1,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11821,Comanche 4,8.0,8.58,2001,1,5,1,NovaLogic,0,0,0,0,0,0,0,0,0,0,267
11822,Contagion VR: Outbreak,5.0,1.81,2019,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11823,My Garage,8.0,10.32,2021,1,10,33,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11824,Star Explorers,8.0,4.19,2017,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11825,Tiny Combat Arena,8.0,8.28,2022,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11826,Bunny Park,8.0,10.43,2020,1,13,35,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11827,Deadstep,6.0,2.42,2018,1,15,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11828,Tomato Jones 2,6.0,3.26,2017,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11829,Girl Amazon Survival,5.0,0.75,2016,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11830,The Bellows,8.0,5.94,2016,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11831,Capybara Spa,9.0,34.55,2022,1,2,33,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11832,Professional Farmer: Cattle and Crops,5.0,2.17,2020,1,13,28,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11833,Forklift Load,8.0,5.05,2020,1,8,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11834,Panzer Knights,8.0,4.56,2021,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11835,Tachyon: The Fringe,8.0,8.8,2000,1,5,1,NovaLogic,0,0,0,0,0,0,0,0,0,0,267
11836,Pure Pool,5.0,1.33,2014,1,13,32,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11837,Evochron Mercenary,6.0,3.51,2012,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11838,Princess Maker Refine,5.0,1.8,2003,1,13,17,CFK Co. Ltd.,0,0,0,0,0,0,0,0,0,0,58
11839,Garbage Day,4.0,0.51,2016,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11840,Animal Super Squad,8.0,4.33,2018,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11841,Outpost Zero,5.0,1.01,2019,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11842,Eurofighter Typhoon,4.0,0.3,2014,1,13,1,Rage Software,0,0,0,0,0,0,0,0,0,0,296
11843,Hold Your Own,5.0,2.19,2017,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11844,Cart Racer,6.0,3.46,2017,1,10,1,HFM Games,0,0,0,0,0,0,0,0,0,0,161
11845,Lemon Cake,8.0,8.53,2021,1,12,28,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11846,The IOTA Project,6.0,2.74,2017,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11847,GunFleet,5.0,1.44,2017,2,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11848,KeepUp Survival,5.0,2.27,2021,5,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11849,FreeFly Burning,5.0,0.73,2017,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11850,Sakura Sadist,8.0,5.34,2018,1,13,42,Winged Cloud,0,0,0,0,1,0,0,0,0,0,410
11851,Sailwind,8.0,10.98,2021,1,13,21,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11852,Vox Machinae,8.0,8.28,2018,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11853,Dirty Harry's Thunder Drive,6.0,3.4,2020,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11854,Obsideo,6.0,2.73,2021,1,15,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11855,Killbot,4.0,0.58,2016,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11856,Fair Strike,6.0,3.16,2015,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11857,Root Of Evil: The Tailor,8.0,5.57,2016,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11858,Fly Simulator,5.0,1.88,2017,1,13,1,HFM Games,0,0,0,0,0,0,0,0,0,0,161
11859,Probably Archery,5.0,0.82,2014,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11860,Freespace 2,6.0,3.48,1999,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11861,Road to Eden,5.0,2.04,2019,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11862,P-Walker's Simulation,5.0,0.84,2017,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11863,The Infectious Madness of Doctor Dekker,8.0,5.45,2017,1,2,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11864,Sakura Succubus 3,8.0,6.96,2020,1,31,17,Winged Cloud,0,0,0,0,1,0,0,0,0,0,410
11865,Sakura Succubus,8.0,5.03,2020,1,13,17,Winged Cloud,0,0,0,0,1,0,0,0,0,0,410
11866,Train of Afterlife,5.0,1.03,2015,1,13,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11867,Warehouse and Logistics Simulator,4.0,0.59,2014,1,13,21,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11868,Luxuria Superbia,6.0,2.33,2013,1,7,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11869,Astrox: Hostile Space Excavation,8.0,5.19,2015,1,13,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11870,Spermination,8.0,5.98,2015,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11871,Construction Machines 2014,2.0,0.12,2014,1,13,28,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11872,Tycoon City: New York,4.0,0.66,2006,1,13,28,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11873,Hand Simulator: Horror,6.0,2.59,2020,1,13,1,HFM Games,0,0,0,0,0,0,0,0,0,0,161
11874,My Koi,8.0,13.51,2016,1,13,35,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11875,Echelon,5.0,0.83,2001,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11876,Echelon,5.0,0.83,1998,1,11,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11877,Echelon,5.0,0.83,1987,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11878,Fart Simulator 2018,8.0,10.67,2017,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11879,Gym Simulator,4.0,0.66,2018,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11880,Paranormal,5.0,1.38,2012,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11881,9-nine-:Episode 1,8.0,17.79,2017,1,13,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11882,DrillsVR,5.0,1.06,2018,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11883,Yore VR,5.0,0.73,2016,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11884,Quantum Rush Champions,5.0,1.31,2014,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11885,Chasing Dead,5.0,1.62,2016,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11886,The Graveyard,5.0,1.53,2008,1,13,31,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11887,Bear Simulator,8.0,6.19,2016,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11888,Playcraft,8.0,4.16,2019,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11889,Surgeon Simulator 2,5.0,2.31,2020,1,9,1,Bossa Studios,0,0,0,0,0,0,0,0,0,0,52
11890,Wiggly Boy,7.0,22.5,2020,1,13,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11891,Last Wood,5.0,2.22,2019,1,12,21,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11892,September 7th,8.0,6.25,2023,1,13,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11893,CyberTaxi,6.0,2.39,2020,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11894,Sakura Hime,8.0,12.76,2021,1,9,42,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11895,NeuraGun,8.0,4.27,2022,1,9,18,Whale Rock Games,0,0,0,0,0,0,0,0,0,0,408
11896,Dubstep Abasralsa,5.0,1.63,2018,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11897,LifeZ - Survival,6.0,2.38,2018,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11898,XOXO Droplets,6.0,2.86,2017,1,13,44,GB Patch Games,0,0,0,0,0,0,0,0,0,0,149
11899,Maximum Override,5.0,2.06,2017,1,13,1,Alientrap,0,0,0,0,0,0,0,0,0,0,18
11900,Countrified,5.0,1.13,2020,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11901,Reptiles: In Hunt,5.0,2.0,2021,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11902,Rain on Your Parade,9.0,43.36,2021,1,4,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11903,Starship EVO,8.0,5.57,2020,1,13,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11904,Blooming Nightshade,8.0,5.93,2019,1,13,44,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11905,Orion: A Sci-Fi Visual Novel,5.0,1.19,2015,1,13,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11906,Drunken Fight Simulator,6.0,2.47,2017,1,4,1,Volens Nolens Games,0,0,0,0,0,0,0,0,0,0,401
11907,Burger Shop 2,8.0,36.14,2009,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11908,Zooicide,5.0,1.96,2017,2,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11909,A Day Without Me,8.0,6.5,2020,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11910,Prehistoric Hunt,6.0,3.8,2020,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11911,VR Triber,4.0,0.44,2017,2,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11912,Disinfection,6.0,2.67,2022,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11913,Hardwar,7.0,5.67,1998,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11914,Dr. Frank's Build a Boyfriend,8.0,7.19,2018,1,2,44,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11915,The Desert's Rose,5.0,0.57,2018,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11916,Ice Caves of Europa,5.0,0.83,2018,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11917,Moondust: Knuckles Tech Demos,8.0,18.67,2018,1,33,33,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11918,Blast the Past,8.0,6.21,2018,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11919,Sea of Craft,6.0,3.04,2022,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11920,Onset,6.0,3.0,2019,2,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11921,Together,6.0,2.62,2013,1,9,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11922,Asphyxia,6.0,3.1,2015,1,13,31,ebi-hime,0,0,0,0,0,0,0,0,0,0,428
11923,Bus World,6.0,3.17,2022,1,10,33,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11924,H-Rescue,6.0,3.43,2019,1,9,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11925,DooM in the Dark 2,4.0,0.4,2019,1,13,1,indie_games_studio,0,0,0,0,0,0,0,0,0,0,432
11926,It follows you,5.0,0.82,2022,1,13,1,Boom Games,0,0,0,0,0,0,0,0,0,0,51
11927,Ahlman Arcade 2018,5.0,1.82,2018,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11928,Pro Cycling Manager 2014,5.0,1.97,2014,1,13,28,Cyanide Studio,0,0,0,0,0,0,0,0,0,0,84
11929,Among the Heavens,8.0,5.26,2015,1,9,35,Jetdogs Studios,0,0,0,0,0,0,0,0,0,0,188
11930,Jetborne Racing,8.0,9.12,2021,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11931,Open Country,4.0,0.59,2021,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11932,Identity,1.0,0.21,0,1,32,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11933,Identity,1.0,0.21,0,5,12,32,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11934,Blue Rose Reprise,5.0,1.65,2015,1,13,44,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11935,MadOut Open City,4.0,0.59,2016,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11936,Stars End,5.0,2.04,2018,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11937,Stargaze,6.0,3.0,2020,1,9,43,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11938,Timewell: Trail of Celestes,7.0,4.75,2022,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11939,The Alpha Device,5.0,1.62,2018,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11940,Jumpdrive,4.0,0.65,2014,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11941,Wander No More,8.0,5.42,2016,1,13,17,Zetsubou,0,0,0,0,0,0,0,0,0,0,419
11942,Boyfriend Dungeon,8.0,11.31,2021,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11943,Infinity: Battlescape,8.0,4.08,2019,2,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11944,Predator Simulator,5.0,0.65,2015,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11945,Storm,5.0,2.16,0,2,5,18,Eko Software,0,0,0,0,0,0,0,0,0,0,113
11946,Storm,5.0,2.16,1986,1,5,1,Eko Software,0,0,0,0,0,0,0,0,0,0,113
11947,Storm,5.0,2.16,2013,1,9,1,Eko Software,0,0,0,0,0,0,0,0,0,0,113
11948,Door,5.0,1.8,2018,1,9,43,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11949,Deadwater Saloon,5.0,2.25,2022,1,13,28,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11950,Evospace,8.0,4.51,2019,1,13,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11951,Green Hell VR,6.0,3.25,2022,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11952,IronWolf VR,9.0,19.78,2017,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11953,Sabbat of the Witch,9.0,47.75,2015,1,13,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11954,Heliopedia,8.0,12.44,2021,1,13,18,Sokpop Collective,0,0,0,0,0,0,0,0,0,0,347
11955,Elven Love,5.0,0.96,0,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11956,Space Maze,7.0,5.0,2018,1,10,1,Redox Entertainment Inc,0,0,0,0,0,0,0,0,0,0,303
11957,Space Maze,7.0,5.0,0,1,32,1,Redox Entertainment Inc,0,0,0,0,0,0,0,0,0,0,303
11958,Space Maze,7.0,5.0,2018,1,10,1,HOH5HC,0,0,0,0,0,0,0,0,0,0,163
11959,Space Maze,7.0,5.0,0,1,32,1,HOH5HC,0,0,0,0,0,0,0,0,0,0,163
11960,Space Maze,7.0,5.0,2018,1,10,1,Redox Entertainment Inc,0,0,0,0,0,0,0,0,0,0,303
11961,Space Maze,7.0,5.0,0,1,32,1,Redox Entertainment Inc,0,0,0,0,0,0,0,0,0,0,303
11962,Space Maze,7.0,5.0,2018,1,10,1,HOH5HC,0,0,0,0,0,0,0,0,0,0,163
11963,Space Maze,7.0,5.0,0,1,32,1,HOH5HC,0,0,0,0,0,0,0,0,0,0,163
11964,Space Maze,7.0,3.4,2018,1,10,1,Redox Entertainment Inc,0,0,0,0,0,0,0,0,0,0,303
11965,Space Maze,7.0,3.4,0,1,32,1,Redox Entertainment Inc,0,0,0,0,0,0,0,0,0,0,303
11966,Space Maze,7.0,3.4,2018,1,10,1,HOH5HC,0,0,0,0,0,0,0,0,0,0,163
11967,Space Maze,7.0,3.4,0,1,32,1,HOH5HC,0,0,0,0,0,0,0,0,0,0,163
11968,Space Maze,7.0,3.4,2018,1,10,1,Redox Entertainment Inc,0,0,0,0,0,0,0,0,0,0,303
11969,Space Maze,7.0,3.4,0,1,32,1,Redox Entertainment Inc,0,0,0,0,0,0,0,0,0,0,303
11970,Space Maze,7.0,3.4,2018,1,10,1,HOH5HC,0,0,0,0,0,0,0,0,0,0,163
11971,Space Maze,7.0,3.4,0,1,32,1,HOH5HC,0,0,0,0,0,0,0,0,0,0,163
11972,创世-修真录,6.0,2.82,2017,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11973,The Battle of Sol,5.0,1.42,2015,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11974,Drift Tuner 2019,5.0,1.06,2018,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11975,Unseen Diplomacy,8.0,7.72,2016,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11976,EggK47,8.0,5.03,2016,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11977,Frisky Business,8.0,4.37,2017,1,12,31,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11978,Gabe Newell Simulator,5.0,1.01,2015,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11979,Hide & Hold Out - H2o,5.0,1.16,2016,2,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
11980,When They Arrived,4.0,0.58,2019,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11981,The Tower,2.0,0.17,2021,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11982,The Tower,2.0,0.17,2018,1,31,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11983,The Tower,2.0,0.17,2021,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11984,The Tower,2.0,0.17,2018,1,31,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11985,The Tower,2.0,0.17,2021,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11986,The Tower,2.0,0.17,2018,1,31,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11987,The Tower,2.0,0.17,2021,1,13,1,Narrow Monolith,0,0,0,0,0,0,0,0,0,0,250
11988,The Tower,2.0,0.17,2018,1,31,18,Narrow Monolith,0,0,0,0,0,0,0,0,0,0,250
11989,The Tower,5.0,1.0,2021,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11990,The Tower,5.0,1.0,2018,1,31,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11991,The Tower,5.0,1.0,2021,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11992,The Tower,5.0,1.0,2018,1,31,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11993,The Tower,5.0,1.0,2021,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11994,The Tower,5.0,1.0,2018,1,31,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
11995,The Tower,5.0,1.0,2021,1,13,1,Narrow Monolith,0,0,0,0,0,0,0,0,0,0,250
11996,The Tower,5.0,1.0,2018,1,31,18,Narrow Monolith,0,0,0,0,0,0,0,0,0,0,250
